section,word,meaning,part_of_speech,importance,label,proficiency,memo,example_sentence,example_translation,example_explanation
SECTION #13「基本単語の確認」,lead,～を(…へ)導く(to…)； (～を)引き起こす(to～),自動詞/他動詞/名詞,**,難,,,This road leads to the station.,この道は駅に通じている。,lead to ～「～に通じる、つながる」。自動詞。SV構文（前置詞句を伴う）。
SECTION #13「基本単語の確認」,favor,"好意, 親切な行為； ～を好む",名詞/他動詞,**,難,,,He asked me a favor.,彼は私に頼みごとをした。,ask + 人 + a favor「人に頼みごとをする」。SVOO構文。
SECTION #13「基本単語の確認」,harm,"害, 損害； ～を害する",名詞/他動詞,**,難,,,Pollution can harm the environment.,汚染は環境に害を与えうる。,harm + 名詞「～に害を与える」。SVO構文。
SECTION #13「基本単語の確認」,risk,"危険, リスク； ～を危険にさらす",名詞/他動詞,**,普,,,He risked his life to save the child.,彼は子供を救うために命を危険にさらした。,risk + 名詞「～を危険にさらす」。SVO構文。to doは目的を表す不定詞。
SECTION #13「基本単語の確認」,board,"板, 委員会； ～(乗り物)に搭乗する",名詞/自動詞/他動詞,**,難,,,She boarded the train at Tokyo Station.,彼女は東京駅で列車に乗った。,board + 名詞「～に乗る」。SVO構文。
SECTION #13「基本単語の確認」,rise,"上がる, 増える； 上昇",自動詞/名詞,**,難,,,The sun rises in the east.,太陽は東から昇る。,rise「昇る」。自動詞。SV構文。raiseと混同しないこと。
SECTION #13「基本単語の確認」,raise,"～を上げる； 増やす, ～(子供・家畜)を育てる",他動詞/名詞,**,難,,,She raised her hand to ask a question.,彼女は質問するために手を挙げた。,raise + 名詞「～を上げる」。SVO構文。riseと混同しないこと。
SECTION #13「基本単語の確認」,lie,横たわる； 存在する,自動詞/名詞,**,難,,,He lay on the bed and fell asleep.,彼はベッドに横になって眠りに落ちた。,lie「横たわる」。自動詞。SV構文。過去形はlay。layと混同しないこと。
SECTION #13「基本単語の確認」,lay,～を横たえる； 置く,他動詞,**,難,,,She laid the baby on the bed.,彼女は赤ちゃんをベッドに寝かせた。,lay + 名詞「～を置く」。SVO構文。lieの過去形layと混同しないこと。
SECTION #13「基本単語の確認」,exhibit,"～を展示する, 示す； 展示品",他動詞/名詞,**,難,,"(似てる単語) prohibit
～を禁じる； ～に(…するのを)禁じる(from doing)",The museum exhibits works by Picasso.,その美術館はピカソの作品を展示している。,exhibit + 名詞「～を展示する」。SVO構文。
SECTION #13「基本単語の確認」,convenient,便利な； 都合のよい,形容詞,**,難,,コンビニ,Is this time convenient for you?,この時間はあなたにとって都合がよいですか。,be convenient for ～「～にとって都合がよい」。SVC構文。疑問文。
SECTION #13「基本単語の確認」,comfort,"快適さ； ～を慰める, 元気づける",名詞/他動詞,**,難,,,She comforted the crying child.,彼女は泣いている子供を慰めた。,comfort + 名詞「～を慰める」。SVO構文。
SECTION #13「基本単語の確認」,correct,"正しい； ～(謝り・欠点)を訂正する, 正す",形容詞/他動詞,**,難,,,Please correct any errors in the document.,文書の間違いを修正してください。,correct + 名詞「～を修正する」。命令文。SVO構文。
SECTION #13「基本単語の確認」,salary,給料,名詞,**,易,,サラリー,His salary is higher than average.,彼の給料は平均より高い。,salary「給料」。SVC構文。比較級。
SECTION #13「基本単語の確認」,reputation,"評判, うわさ",名詞,**,難,,,The restaurant has a good reputation.,そのレストランは評判が良い。,have a good reputation「評判が良い」。SVO構文。
SECTION #13「基本単語の確認」,rumor,"うわさ, 風説",名詞,**,難,,,There is a rumor that the company will close.,会社が閉鎖するという噂がある。,rumor「噂」。There is構文。that節は同格。
SECTION #13「基本単語の確認」,duty,義務,名詞,**,難,,Call Of Dudy 任務の呼び声,It is your duty to obey the law.,法律に従うのはあなたの義務だ。,It is one's duty to do「～するのは…の義務だ」。形式主語のIt。
SECTION #13「基本単語の確認」,opportunity,機会,名詞,**,普,,,Don't miss this great opportunity.,この素晴らしい機会を逃すな。,opportunity「機会」。SVO構文。命令文。
SECTION #13「基本単語の確認」,idle,何もしていない； 無用の； 何もしないでいる,形容詞/自動詞,**,難,,アイドリング (idling)何もしていない状態,The factory has been idle for months.,その工場は何か月も稼働していない。,idle「使われていない」。SVC構文。現在完了形。
SECTION #13「基本単語の確認」,calm,"冷静な, 落ち着いた； ～を落ち着かせる",形容詞/自動詞/他動詞/名詞,**,難,,,She remained calm during the emergency.,彼女は緊急時も冷静でいた。,remain calm「冷静でいる」。SVC構文。remain + 形容詞。
SECTION #13「基本単語の確認」,curious,"好奇心のある； 好奇心をそそる, 奇妙な",形容詞,**,難,,,Children are naturally curious about the world.,子供は生まれつき世界に好奇心がある。,be curious about ～「～に好奇心がある」。SVC構文。
SECTION #13「基本単語の確認」,cruel,残酷な,形容詞,**,難,,残酷な天使のテーゼ 「A Cruel Angel’s Thesis」,It is cruel to treat animals that way.,動物をそのように扱うのは残酷だ。,It is cruel to do「～するのは残酷だ」。形式主語のIt。
SECTION #13「基本単語の確認」,official,"公式の； 公務員, 役人",形容詞/名詞,**,普,,,The official announcement will be made tomorrow.,公式発表は明日行われる。,official + 名詞で「公式の～」。受動態。
SECTION #14「関係・対立・一致」,relate,～を(…に)関連づける(to…)～を話す,自動詞/他動詞,**,難,,relation リレーション,These two events are closely related.,この二つの出来事は密接に関連している。,be related「関連している」。受動態。closely「密接に」。
SECTION #14「関係・対立・一致」,absolute,"絶対的な, 完全な",形容詞,**,普,,,I have absolute confidence in her.,私は彼女を完全に信頼している。,absolute + 名詞で「絶対的な～」。SVO構文。
SECTION #14「関係・対立・一致」,relevant,"(～と)関連がある(to～), 適切な",形容詞,**,難,,,This information is relevant to our discussion.,この情報は我々の議論に関連がある。,be relevant to ～「～に関連がある」。SVC構文。
SECTION #14「関係・対立・一致」,mutual,相互の,形容詞,**,難,,,They have mutual respect for each other.,彼らは互いに尊敬し合っている。,mutual + 名詞で「相互の～」。SVO構文。
SECTION #14「関係・対立・一致」,associate,～を(…と)関連づける(with…)； 連想する,自動詞/他動詞/名詞/形容詞,**,難,,アソシエイト,I don't want to be associated with that group.,あの集団と関わりたくない。,be associated with ～「～と関連がある、関わる」。受動態。
SECTION #14「関係・対立・一致」,conflict,"争い, 衝突； 対立する, 衝突する",名詞/自動詞,**,普,,,His interests conflict with ours.,彼の利害は我々のものと衝突する。,conflict with ～「～と衝突する」。自動詞。SV構文（前置詞句を伴う）。
SECTION #14「関係・対立・一致」,collision,衝突,名詞,*,普,,,The collision between the two cars caused a traffic jam.,二台の車の衝突が交通渋滞を引き起こした。,collision「衝突」。SVO構文。between A and B。
SECTION #14「関係・対立・一致」,friction,"摩擦, 不和",名詞,**,普,,,There is friction between the two departments.,二つの部門の間に摩擦がある。,friction「摩擦」。There is構文。between A and B。
SECTION #14「関係・対立・一致」,confront,～に直面する,他動詞,**,難,,,She confronted him about his lies.,彼女は彼の嘘について問い詰めた。,confront + 人 + about ～「人に～について問い詰める」。SVO構文。
SECTION #14「関係・対立・一致」,oppose,～に反対する,他動詞,**,難,,,Many residents opposed the construction plan.,多くの住民がその建設計画に反対した。,oppose + 名詞「～に反対する」。SVO構文。
SECTION #14「関係・対立・一致」,object,"物体, 対象, 目的； (～に)反対する(to～)",名詞/自動詞,**,難,,,She objected to the proposal.,彼女はその提案に反対した。,object to ～「～に反対する」。自動詞。SV構文（前置詞句を伴う）。
SECTION #14「関係・対立・一致」,contrary,(～と)反対の(to～),形容詞/名詞,**,難,,,"Contrary to popular belief, the Earth is not perfectly round.",一般的な通念に反して、地球は完全な球体ではない。,contrary to ～「～に反して」。前置詞句。
SECTION #14「関係・対立・一致」,contrast,対照,名詞/自動詞/他動詞,**,普,,コントラスト,The author contrasted life in the city with life in the country.,著者は都市生活と田舎の生活を対比した。,contrast A with B「AとBを対比する」。SVO構文。
SECTION #14「関係・対立・一致」,contradict,"～を否定する, に反論する, と矛盾する",他動詞,*,難,,,His actions contradicted his words.,彼の行動は彼の言葉と矛盾していた。,contradict + 名詞「～と矛盾する」。SVO構文。
SECTION #14「関係・対立・一致」,approve,"～に賛成する, を認める； (～に)賛成する, 認める(of～)",自動詞/他動詞,**,難,,,The committee approved the budget.,委員会は予算を承認した。,approve + 名詞「～を承認する」。SVO構文。
SECTION #14「関係・対立・一致」,consent,(～に)同意する(to～)； 同意,名詞/自動詞,**,難,,,She consented to the surgery.,彼女は手術に同意した。,consent to ～「～に同意する」。自動詞。SV構文（前置詞句を伴う）。
